epoch;Mean_IOU;loss;val_Mean_IOU;val_loss
0;0.20552557641418562;1.5423089407739186;0.013598090775000552;1.601923291881879
1;0.17108203104553035;1.475958262171064;0.019028769495586555;1.5956505139668782
2;0.29348062426738797;1.389511952797572;0.36882087339957553;1.4501364727814992
3;0.33191401085683275;1.2984960121767861;0.42499707887570065;1.4118295013904572
4;0.34124176842825754;1.273706087044307;0.4354807585477829;1.382830873131752
5;0.35851538163565455;1.2481529059864225;0.28944474707047146;1.3588710874319077
6;0.36995164375929607;1.2209977550165994;0.43335118144750595;1.3337258622050285
7;0.37863341186727795;1.2054288373107003;0.37109138319889706;1.2998677343130112
8;0.3911198682728268;1.1867459423485256;0.37512457991639775;1.2961556762456894
9;0.4075769019268808;1.1657335822071349;0.41903719678521156;1.2762459516525269
10;0.41337188084920246;1.1535288805053348;0.40231814111272496;1.2762510180473328
11;0.4271578827784175;1.1365637225764138;0.4438054909308751;1.2524552444616954
12;0.43435034936382655;1.126320284037363;0.434476808955272;1.2376492371161778
13;0.4419682263618424;1.1161136421419324;0.47031161934137344;1.2430231074492137
14;0.4525535376298995;1.100256934762001;0.4570041100184123;1.2331095735232036
15;0.4613074220362164;1.0906288148391814;0.49559058994054794;1.2602577358484268
16;0.47225167389426914;1.0808993457328706;0.45872459933161736;1.244385118285815
17;0.477291254060609;1.0763005784579687;0.4982333319882552;1.2499546607335408
18;0.49261183930294855;1.0606696144455956;0.49581753835082054;1.2459332992633183
19;0.49619472452572416;1.0591072213082087;0.48484309017658234;1.2484418600797653
20;0.5069285216076034;1.0490503346636182;0.527398573855559;1.2526175131400425
21;0.51065532153561;1.048115073924973;0.5317076370120049;1.2522043933471043
22;0.5110632245029721;1.051522896403358;0.5371599992116293;1.2615244736274083
23;0.5314933164488702;1.036375961842991;0.5090735144913197;1.2410931835571926
24;0.5278933335627828;1.037707846789133;0.5169698968529701;1.2594714760780334
25;0.523478970286392;1.0414909734612419;0.5333240156372389;1.2548935860395432
26;0.5317791530064174;1.0359642051515126;0.5386487444241842;1.2616667747497559
27;0.547445222735405;1.0276578139691126;0.5669069563349088;1.2834404408931732
28;0.5555148688810212;1.0264305479469753;0.5530135457714399;1.262786480287711
29;0.5506863952392623;1.0296234282709302;0.5378652314345042;1.251719906926155
30;0.5623908592831521;1.0241747406266986;0.5668344050645828;1.2989759544531505
31;0.5790981792268299;1.018243317802747;0.5701033721367518;1.2958527753750484
32;0.5714211549077716;1.0224903531017757;0.5633473172783852;1.2860352744658787
33;0.5666440803380239;1.0230202937409991;0.5714446355899175;1.2768058876196544
34;0.5779957012051627;1.020555391907692;0.5635182907183965;1.2879921744267147
35;0.5689062635813441;1.0217440177996953;0.5418838461240133;1.2557121788462002
36;0.5887552762315387;1.0164678061292285;0.5377466355760893;1.2617944876352947
37;0.5876084225518363;1.0173936911991663;0.5642510950565338;1.2815881619850795
38;0.5893430787892568;1.0179478668031239;0.5522686491409937;1.284355620543162
39;0.5997607551869892;1.0157331022478284;0.5682249143719673;1.2721246580282848
40;0.5936007024276824;1.0177281676303773;0.5917379309733709;1.3252578725417454
41;0.5925522283429191;1.0169433795270466;0.5860821257034937;1.3081742376089096
42;0.6142427857433047;1.0126903333834238;0.5703526909152666;1.284334972500801
